train_loss,epoch,step
4.47265625,1,49
0.86669921875,2,99
0.6650390625,3,149
0.1947021484375,4,199
0.038665771484375,5,249
0.0374755859375,6,299
0.007740020751953125,7,349
0.02215576171875,8,399
0.114013671875,9,449
